NCBI_GeneID	Symbol	Gene_Type	SwissProt_Accessions
10955	SERINC3	PROTEIN_CODING	Q13530
109609706	LOC109609706	BIOLOGICAL_REGION	
109610631	LOC109610631	BIOLOGICAL_REGION	
109611589	LOC109611589	BIOLOGICAL_REGION	
109614541	FRA10B	BIOLOGICAL_REGION	
109617027	FRA16A	BIOLOGICAL_REGION	
109621227	LOC109621227	BIOLOGICAL_REGION	
109623460	SNORD138	snoRNA	
10965	ACOT2	PROTEIN_CODING	P49753
10966	RAB40B	PROTEIN_CODING	Q12829
109703458	HTD2	PROTEIN_CODING	P86397
10974	ADIRF	PROTEIN_CODING	Q15847
10975	UQCR11	PROTEIN_CODING	O14957
10983	CCNI	PROTEIN_CODING	Q14094
109864271	RNA45SN4	rRNA	
109864272	RNA28SN4	rRNA	
109864273	RNA18SN4	rRNA	
109864274	RNA5-8SN4	rRNA	
109864275	RNA18SP4	PSEUDO	
109864276	RNA5-8SP9	PSEUDO	
109864277	RNA18SP3	PSEUDO	
109864278	RNA5-8SP8	PSEUDO	
109864279	RNA45SN2	rRNA	
109864280	RNA18SN2	rRNA	
109864281	RNA5-8SN2	rRNA	
109864282	RNA28SN2	rRNA	
10990	LILRB5	PROTEIN_CODING	O75023
109910379	RNA45SN3	rRNA	
109910380	RNA18SN3	rRNA	
109910381	RNA5-8SN3	rRNA	
109910382	RNA28SN3	rRNA	
109910383	RNA18SP5	PSEUDO	
109910384	RNA5-8SP10	PSEUDO	
11	NATP	PSEUDO	
110006317	LOC110006317	BIOLOGICAL_REGION	
110006318	LOC110006318	BIOLOGICAL_REGION	
110008579	LOC110008579	BIOLOGICAL_REGION	
110008580	LOC110008580	BIOLOGICAL_REGION	
1101	CHAD	PROTEIN_CODING	O15335
11013	TMSB15A	PROTEIN_CODING	P0CG34
11015	KDELR3	PROTEIN_CODING	O43731
11017	SNRNP27	PROTEIN_CODING	Q8WVK2
11018	TMED1	PROTEIN_CODING	Q13445
11019	LIAS	PROTEIN_CODING	O43766
1102	RCBTB2	PROTEIN_CODING	O95199
11020	IFT27	PROTEIN_CODING	Q9BW83
11022	TDRKH	PROTEIN_CODING	Q9Y2W6
110231149	PANCR	ncRNA	
110255163	RNA45S4	rRNA	
110255164	RNA28S4	rRNA	
110255165	RNA18S4	rRNA	
110255166	RNA5-8S4	rRNA	
110255167	RNA45S5	rRNA	
110255168	RNA28S5	rRNA	
110255169	RNA18S5	rRNA	
110255170	RNA5-8S5	rRNA	
11036	GTF2A1L	PROTEIN_CODING	Q9UNN4
11037	STON1	PROTEIN_CODING	Q9Y6Q2
11041	B4GAT1	PROTEIN_CODING	O43505
11046	SLC35D2	PROTEIN_CODING	Q76EJ3
110485084	LOC110485084	BIOLOGICAL_REGION	
110485085	LOC110485085	BIOLOGICAL_REGION	
11055	ZPBP	PROTEIN_CODING	Q9BS86
110594337	LOC110594337	BIOLOGICAL_REGION	
110599568	LOC110599568	BIOLOGICAL_REGION	
110599570	LOC110599570	BIOLOGICAL_REGION	
110599571	LOC110599571	BIOLOGICAL_REGION	
110599582	LOC110599582	BIOLOGICAL_REGION	
110599591	LOC110599591	BIOLOGICAL_REGION	
110599592	LOC110599592	BIOLOGICAL_REGION	
11062	DUS4L	PROTEIN_CODING	O95620
11066	SNRNP35	PROTEIN_CODING	Q16560
110673972	LOC110673972	BIOLOGICAL_REGION	
110673974	LOC110673974	BIOLOGICAL_REGION	
11068	CYB561D2	PROTEIN_CODING	O14569
11070	TMEM115	PROTEIN_CODING	Q12893
11077	HSF2BP	PROTEIN_CODING	O75031
110806265	MNS16A	BIOLOGICAL_REGION	
110806272	BTG3-AS1	ncRNA	
110841583	LAMC1-AS1	ncRNA	
11085	ADAM30	PROTEIN_CODING	Q9UKF2
11086	ADAM29	PROTEIN_CODING	Q9UKF5
11092	SPACA9	PROTEIN_CODING	Q96E40
11094	CACFD1	PROTEIN_CODING	Q9UGQ2
11098	PRSS23	PROTEIN_CODING	O95084
11102	RPP14	PROTEIN_CODING	O95059
11105	PRDM7	PROTEIN_CODING	Q9NQW5
11108	PRDM4	PROTEIN_CODING	Q9UKN5
111089942	LOC111089942	BIOLOGICAL_REGION	
11112	HIBADH	PROTEIN_CODING	P31937
111162620	LOC111162620	BIOLOGICAL_REGION	
111188152	LOC111188152	BIOLOGICAL_REGION	
111188159	LOC111188159	BIOLOGICAL_REGION	
111188161	LOC111188161	BIOLOGICAL_REGION	
111188163	LOC111188163	BIOLOGICAL_REGION	
111216272	LOC111216272	BIOLOGICAL_REGION	
111216273	LOC111216273	BIOLOGICAL_REGION	
111216288	LOC111216288	BIOLOGICAL_REGION	
111240474	CRYZL2P-SEC16B	PROTEIN_CODING	Q96JE7
111240475	LOC111240475	BIOLOGICAL_REGION	
111242783	LOC111242783	BIOLOGICAL_REGION	
111258501	LOC111258501	BIOLOGICAL_REGION	
111258526	LOC111258526	BIOLOGICAL_REGION	
11129	CLASRP	PROTEIN_CODING	Q8N2M8
11131	CAPN11	PROTEIN_CODING	Q9UMQ6
11133	KPTN	PROTEIN_CODING	Q9Y664
111365204	LOC111365204	BIOLOGICAL_REGION	
11138	TBC1D8	PROTEIN_CODING	O95759
11142	PKIG	PROTEIN_CODING	Q9Y2B9
11154	AP4S1	PROTEIN_CODING	Q9Y587
11157	LSM6	PROTEIN_CODING	P62312
11158	RABL2B	PROTEIN_CODING	Q9UNT1
11159	RABL2A	PROTEIN_CODING	Q9UBK7
11161	ERG28	PROTEIN_CODING	Q9UKR5
11163	NUDT4	PROTEIN_CODING	Q9NZJ9
111674465	LOC111674465	BIOLOGICAL_REGION	
111674467	LOC111674467	BIOLOGICAL_REGION	
111674470	LOC111674470	BIOLOGICAL_REGION	
111674471	LOC111674471	BIOLOGICAL_REGION	
111674472	LOC111674472	BIOLOGICAL_REGION	
111674473	LOC111674473	BIOLOGICAL_REGION	
111674474	LOC111674474	BIOLOGICAL_REGION	
111674475	LOC111674475	BIOLOGICAL_REGION	
111674476	LOC111674476	BIOLOGICAL_REGION	
111674477	LOC111674477	BIOLOGICAL_REGION	
111674478	LOC111674478	BIOLOGICAL_REGION	
11172	INSL6	PROTEIN_CODING	Q9Y581
11179	ZNF277	PROTEIN_CODING	Q9NRM2
11182	SLC2A6	PROTEIN_CODING	Q9UGQ3
11189	CELF3	PROTEIN_CODING	Q5SZQ8
11193	WBP4	PROTEIN_CODING	O75554
11223	MST1L	PSEUDO	Q2TV78
11227	GALNT5	PROTEIN_CODING	Q7Z7M9
11237	RNF24	PROTEIN_CODING	Q9Y225
11238	CA5B	PROTEIN_CODING	Q9Y2D0
112401	BIRC8	PSEUDO	Q96P09
112441434	SHLD3	PROTEIN_CODING	Q6ZNX1
11245	GPR176	PROTEIN_CODING	Q14439
11247	NXPH4	PROTEIN_CODING	O95158
11248	NXPH3	PROTEIN_CODING	O95157
112483	SAT2	PROTEIN_CODING	Q96F10
11249	NXPH2	PROTEIN_CODING	O95156
112495	GTF3C6	PROTEIN_CODING	Q969F1
11250	GPR45	PROTEIN_CODING	Q9Y5Y3
112543491	LOC112543491	ncRNA	
11257	TP53TG1	ncRNA	
11258	DCTN3	PROTEIN_CODING	O75935
112590798	HPAT5	ncRNA	
112616	CMTM7	PROTEIN_CODING	Q96FZ5
11264	PXMP4	PROTEIN_CODING	Q9Y6I8
112679198	LOC112679198	BIOLOGICAL_REGION	
11270	NRM	PROTEIN_CODING	Q8IXM6
112714	TUBA3E	PROTEIN_CODING	Q6PEY2
11272	PRR4	PROTEIN_CODING	Q16378
112724	RDH13	PROTEIN_CODING	Q8NBN7
112752	IFT43	PROTEIN_CODING	Q96FT9
112770	GLMP	PROTEIN_CODING	Q8WWB7
112802	KRT71	PROTEIN_CODING	Q3SY84
112812	FDX2	PROTEIN_CODING	Q6P4F2
11282	MGAT4B	PROTEIN_CODING	Q9UQ53
11283	CYP4F8	PROTEIN_CODING	P98187
112840	WDR89	PROTEIN_CODING	Q96FK6
112849	L3HYPDH	PROTEIN_CODING	Q96EM0
112885	PHF21B	PROTEIN_CODING	Q96EK2
112936	VPS26B	PROTEIN_CODING	Q4G0F5
112937	GLB1L3	PROTEIN_CODING	Q8NCI6
112942	CFAP36	PROTEIN_CODING	Q96G28
112970	KTI12	PROTEIN_CODING	Q96EK9
113115	MTFR2	PROTEIN_CODING	Q6P444
11313	LYPLA2	PROTEIN_CODING	O95372
11317	RBPJL	PROTEIN_CODING	Q9UBG7
113174	SAAL1	PROTEIN_CODING	Q96ER3
113177	IZUMO4	PROTEIN_CODING	Q1ZYL8
113178	SCAMP4	PROTEIN_CODING	Q969E2
113201	GOLM2	PROTEIN_CODING	Q6P4E1
113220	KIF12	PROTEIN_CODING	Q96FN5
113246	C12orf57	PROTEIN_CODING	Q99622
113277	TMEM106A	PROTEIN_CODING	Q96A25
11328	FKBP9	PROTEIN_CODING	O95302
11333	PDAP1	PROTEIN_CODING	Q13442
11341	SCRG1	PROTEIN_CODING	O75711
113419	TEX261	PROTEIN_CODING	Q6UWH6
11344	TWF2	PROTEIN_CODING	Q6IBS0
113444	SMIM12	PROTEIN_CODING	Q96EX1
113452	TMEM54	PROTEIN_CODING	Q969K7
113455421	DERPC	PROTEIN_CODING	P0CG12
113457	TUBA3D	PROTEIN_CODING	P0DPH8
113540	CMTM1	PROTEIN_CODING	Q8IZ96
113622	ADPRHL1	PROTEIN_CODING	Q8NDY3
113655	MFSD3	PROTEIN_CODING	Q96ES6
113675	SDSL	PROTEIN_CODING	Q96GA7
113730	KLHDC7B	PROTEIN_CODING	Q96G42
113746	ODF3	PROTEIN_CODING	Q96PU9
113763	ZBED10P	PSEUDO	Q96FA7
113791	PIK3IP1	PROTEIN_CODING	Q96FE7
113802	HENMT1	PROTEIN_CODING	Q5T8I9
113828	FAM83F	PROTEIN_CODING	Q8NEG4
113829	SLC35A4	PROTEIN_CODING	L0R6Q1,Q96G79
113835	ZNF257	PROTEIN_CODING	Q9Y2Q1
113878	DTX2	PROTEIN_CODING	Q86UW9
114038	LINC00313	ncRNA	P59037
114041	B3GALT5-AS1	ncRNA	P59052
114044	MCM3AP-AS1	ncRNA	
114112	TXNRD3	PROTEIN_CODING	Q6F5E7,Q86VQ6
114132	SIGLEC11	PROTEIN_CODING	Q96RL6
114134	SLC2A13	PROTEIN_CODING	Q96QE2
114336	CGB2	PROTEIN_CODING	Q6NT52
114659	LRRC37B	PROTEIN_CODING	Q96QE4
114769	CARD16	PROTEIN_CODING	Q5EG05
114780	PKD1L2	PROTEIN_CODING	Q7Z442
114784	CSMD2	PROTEIN_CODING	Q7Z408
114785	MBD6	PROTEIN_CODING	Q96DN6
114786	XKR4	PROTEIN_CODING	Q5GH76
114787	GPRIN1	PROTEIN_CODING	Q7Z2K8
114788	CSMD3	PROTEIN_CODING	Q7Z407
114789	SLC25A25	PROTEIN_CODING	Q6KCM7
114790	STK11IP	PROTEIN_CODING	Q8N1F8
114791	TUBGCP5	PROTEIN_CODING	Q96RT8
114792	KLHL32	PROTEIN_CODING	Q96NJ5
114794	ELFN2	PROTEIN_CODING	Q5R3F8
114795	TMEM132B	PROTEIN_CODING	Q14DG7
114796	PSMG3-AS1	ncRNA	
114801	TMEM200A	PROTEIN_CODING	Q86VY9
114805	GALNT13	PROTEIN_CODING	Q8IUC8
114818	KLHL29	PROTEIN_CODING	Q96CT2
114821	SCAND3	PROTEIN_CODING	Q6R2W3
114822	RHPN1	PROTEIN_CODING	Q8TCX5
114824	PNMA5	PROTEIN_CODING	Q96PV4
114825	PWWP2A	PROTEIN_CODING	Q96N64
114826	SMYD4	PROTEIN_CODING	Q8IYR2
114827	FHAD1	PROTEIN_CODING	B1AJZ9
114880	OSBPL6	PROTEIN_CODING	Q9BZF3
114881	OSBPL7	PROTEIN_CODING	Q9BZF2
114898	C1QTNF2	PROTEIN_CODING	Q9BXJ5
114900	C1QTNF4	PROTEIN_CODING	Q9BXJ3
114905	C1QTNF7	PROTEIN_CODING	Q9BXJ2
114908	TMEM123	PROTEIN_CODING	Q8N131
114915	EPB41L4A-AS1	ncRNA	
114932	MRFAP1L1	PROTEIN_CODING	Q96HT8
114960	TSGA13	PROTEIN_CODING	Q96PP4
114984	FLYWCH2	PROTEIN_CODING	Q96CP2
114987	WDR31	PROTEIN_CODING	Q8NA23
114991	ZNF618	PROTEIN_CODING	Q5T7W0
115024	NT5C3B	PROTEIN_CODING	Q969T7
115098	CCDC124	PROTEIN_CODING	Q96CT7
115106	HAUS1	PROTEIN_CODING	Q96CS2
115123	MARCHF3	PROTEIN_CODING	Q86UD3
115196	ZNF554	PROTEIN_CODING	Q86TJ5
115265	DDIT4L	PROTEIN_CODING	Q96D03
115286	SLC25A26	PROTEIN_CODING	Q70HW3
115294	PCMTD1	PROTEIN_CODING	Q96MG8
115330	GPR146	PROTEIN_CODING	Q96CH1
115353	LRRC42	PROTEIN_CODING	Q9Y546
115361	GBP4	PROTEIN_CODING	Q96PP9
115399	LRRC56	PROTEIN_CODING	Q8IYG6
115416	MALSU1	PROTEIN_CODING	Q96EH3
115509	ZNF689	PROTEIN_CODING	C0HLU2,Q96CS4
115560	ZNF501	PROTEIN_CODING	Q96CX3
115572	TENT5B	PROTEIN_CODING	Q96A09
115584	SLC5A11	PROTEIN_CODING	Q8WWX8
115701	ALPK2	PROTEIN_CODING	Q86TB3
115703	ARHGAP33	PROTEIN_CODING	O14559
115704	EVI5L	PROTEIN_CODING	Q96CN4
115708	TRMT61A	PROTEIN_CODING	Q96FX7
115727	RASGRP4	PROTEIN_CODING	Q8TDF6
115752	DIS3L	PROTEIN_CODING	Q8TF46
115811	IQCD	PROTEIN_CODING	Q96DY2
115817	DHRS1	PROTEIN_CODING	Q96LJ7
115825	WDFY2	PROTEIN_CODING	Q96P53
115827	RAB3C	PROTEIN_CODING	Q96E17
115861	NXNL1	PROTEIN_CODING	Q96CM4
115939	TSR3	PROTEIN_CODING	Q9UJK0
115948	ODAD3	PROTEIN_CODING	A5D8V7
115950	ZNF653	PROTEIN_CODING	Q96CK0
115992	RNF166	PROTEIN_CODING	Q96A37
116039	OSR2	PROTEIN_CODING	Q8N2R0
116064	LRRC58	PROTEIN_CODING	Q96CX6
116068	LYSMD3	PROTEIN_CODING	Q7Z3D4
116093	DIRC1	ncRNA	Q969H9
116115	ZNF526	PROTEIN_CODING	Q8TF50
116138	KLHDC3	PROTEIN_CODING	Q9BQ90
116151	FAM210B	PROTEIN_CODING	Q96KR6
116154	PHACTR3	PROTEIN_CODING	Q96KR7
116159	CYYR1	PROTEIN_CODING	Q96J86
116179	TGM7	PROTEIN_CODING	Q96PF1
116225	ZMYND19	PROTEIN_CODING	Q96E35
116236	ABHD15	PROTEIN_CODING	Q6UXT9
116238	TLCD1	PROTEIN_CODING	Q96CP7
116255	MOGAT1	PROTEIN_CODING	Q96PD6
116285	ACSM1	PROTEIN_CODING	Q08AH1
116328	C8orf34	PROTEIN_CODING	Q49A92
116362	RBP7	PROTEIN_CODING	Q96R05
116369	SLC26A8	PROTEIN_CODING	Q96RN1
116372	LYPD1	PROTEIN_CODING	Q8N2G4
116441	TM4SF18	PROTEIN_CODING	Q96CE8
116449	CLNK	PROTEIN_CODING	Q7Z7G1
116461	TSEN15	PROTEIN_CODING	Q8WW01
116511	MAS1L	PROTEIN_CODING	P35410
116512	MRGPRD	PROTEIN_CODING	Q8TDS7
116534	MRGPRE	PROTEIN_CODING	Q86SM8
116535	MRGPRF	PROTEIN_CODING	Q96AM1
116540	MRPL53	PROTEIN_CODING	Q96EL3
116541	MRPL54	PROTEIN_CODING	Q6P161
116832	RPL39L	PROTEIN_CODING	Q96EH5
116841	SNAP47	PROTEIN_CODING	Q5SQN1
116843	SLC18B1	PROTEIN_CODING	Q6NT16
116931	MED12L	PROTEIN_CODING	Q86YW9
116966	WDR17	PROTEIN_CODING	Q8IZU2
116969	ART5	PROTEIN_CODING	Q96L15
116983	ACAP3	PROTEIN_CODING	Q96P50
116984	ARAP2	PROTEIN_CODING	Q8WZ64
117143	TADA1	PROTEIN_CODING	Q96BN2
117152610	LOC117152610	BIOLOGICAL_REGION	
117154	DACH2	PROTEIN_CODING	Q96NX9
117166	WFIKKN1	PROTEIN_CODING	Q96NZ8
117195	MRGPRX3	PROTEIN_CODING	Q96LB0
117196	MRGPRX4	PROTEIN_CODING	Q96LA9
117204000	LOC117204000	BIOLOGICAL_REGION	
117204001	LOC117204001	BIOLOGICAL_REGION	
117245	PLAAT5	PROTEIN_CODING	Q96KN8
117248	GALNT15	PROTEIN_CODING	Q8N3T1
117283	IP6K3	PROTEIN_CODING	Q96PC2
117285	DEFB118	PROTEIN_CODING	Q96PH6
117286	CIB3	PROTEIN_CODING	Q96Q77
118142757	LOC118142757	PROTEIN_CODING	P43080
118421	LINC00161	ncRNA	
118424	UBE2J2	PROTEIN_CODING	Q8N2K1
118425	PCAT4	ncRNA	
118426	BORCS5	PROTEIN_CODING	Q969J3
118427	OLFM3	PROTEIN_CODING	Q96PB7
118442	GPR62	PROTEIN_CODING	Q9BZJ7
118471	PRAP1	PROTEIN_CODING	Q96NZ9
118472	ZNF511	PROTEIN_CODING	Q8NB15
118487	CHCHD1	PROTEIN_CODING	Q96BP2
118490	MSS51	PROTEIN_CODING	Q4VC12
118491	CFAP70	PROTEIN_CODING	Q5T0N1
118611	C10orf90	PROTEIN_CODING	Q96M02
118663	BTBD16	PROTEIN_CODING	Q32M84
118672	PSTK	PROTEIN_CODING	Q8IV42
118788	PIK3AP1	PROTEIN_CODING	Q6ZUJ8
118812	MORN4	PROTEIN_CODING	Q8NDC4
118881	COMTD1	PROTEIN_CODING	Q86VU5
118924	FRA10AC1	PROTEIN_CODING	Q70Z53
118932	ANKRD22	PROTEIN_CODING	Q5VYY1
118980	SFXN2	PROTEIN_CODING	Q96NB2
119016	AGAP4	PROTEIN_CODING	Q96P64
119032	BORCS7	PROTEIN_CODING	Q96B45
119180	LYZL2	PROTEIN_CODING	Q7Z4W2
119230225	LOC119230225	BIOLOGICAL_REGION	
119266102	LOC119266102	BIOLOGICAL_REGION	
119392	SFR1	PROTEIN_CODING	Q86XK3
119395	CALHM3	PROTEIN_CODING	Q86XJ0
119467	CLRN3	PROTEIN_CODING	Q8NCR9
119587	CPXM2	PROTEIN_CODING	Q8N436
119710	IFTAP	PROTEIN_CODING	Q86VG3
120071	LARGE2	PROTEIN_CODING	Q8N3Y3
120103	SLC36A4	PROTEIN_CODING	Q6YBV0
120114	FAT3	PROTEIN_CODING	Q8TDW7
120224	TMEM45B	PROTEIN_CODING	Q96B21
120356739	LRRC51	PROTEIN_CODING	
120356740	TOMT	PROTEIN_CODING	
120376	POU2AF3	PROTEIN_CODING	A8K830
120379	PIH1D2	PROTEIN_CODING	Q8WWB5
120425	JAML	PROTEIN_CODING	Q86YT9
120526	DNAJC24	PROTEIN_CODING	Q6P3W2
120534	ARL14EP	PROTEIN_CODING	Q8N8R7
120776	OR2D2	PROTEIN_CODING	Q9H210
120863	DEPDC4	PROTEIN_CODING	Q8N2C3
120935	CCDC38	PROTEIN_CODING	Q502W7
120939	TMEM52B	PROTEIN_CODING	Q4KMG9
121053	NOPCHAP1	PROTEIN_CODING	Q8N5I9
121214	SDR9C7	PROTEIN_CODING	Q8NEX9
121268	RHEBL1	PROTEIN_CODING	Q8TAI7
121274	ZNF641	PROTEIN_CODING	Q96N77
121328	GGTA2P	PSEUDO	
121355	GTSF1	PROTEIN_CODING	Q8WW33
121391	KRT74	PROTEIN_CODING	Q7RTS7
121457	IKBIP	PROTEIN_CODING	Q70UQ0
121506	ERP27	PROTEIN_CODING	Q96DN0
121549	ASCL4	PROTEIN_CODING	Q6XD76
121551	ABTB3	PROTEIN_CODING	A6QL63
121599	SPIC	PROTEIN_CODING	Q8N5J4
121601	ANO4	PROTEIN_CODING	Q32M45
121643	FOXN4	PROTEIN_CODING	Q96NZ1
122011	CSNK1A1L	PROTEIN_CODING	Q8N752
122060	SLAIN1	PROTEIN_CODING	Q8ND83
122183	PRR20A	PROTEIN_CODING	P86496
122402	TDRD9	PROTEIN_CODING	Q8NDG6
122416	ANKRD9	PROTEIN_CODING	Q96BM1
122481	AK7	PROTEIN_CODING	Q96M32
122509	IFI27L1	PROTEIN_CODING	Q96BM0
122525	C14orf28	PROTEIN_CODING	Q4W4Y0
122553	TRAPPC6B	PROTEIN_CODING	Q86SZ2
122618	PLD4	PROTEIN_CODING	Q96BZ4
122622	ADSS1	PROTEIN_CODING	Q8N142
122664	TPPP2	PROTEIN_CODING	P59282
122665	RNASE8	PROTEIN_CODING	Q8TDE3
122704	MRPL52	PROTEIN_CODING	Q86TS9
122706	PSMB11	PROTEIN_CODING	A5LHX3
122769	LRR1	PROTEIN_CODING	Q96L50
122773	KLHDC1	PROTEIN_CODING	Q8N7A1
122830	NAA30	PROTEIN_CODING	Q147X3
122876	GPHB5	PROTEIN_CODING	Q86YW7
122945	NOXRED1	PROTEIN_CODING	Q6NXP6
122970	ACOT4	PROTEIN_CODING	Q8N9L9
123016	TTC8	PROTEIN_CODING	Q8TAM2
123036	TC2N	PROTEIN_CODING	Q8N9U0
123096	SLC25A29	PROTEIN_CODING	Q8N8R3
123099	DEGS2	PROTEIN_CODING	Q6QHC5
123283	TARS3	PROTEIN_CODING	A2RTX5
123591	TMEM266	PROTEIN_CODING	Q2M3C6
123624	AGBL1	PROTEIN_CODING	Q96MI9
123720	WHAMM	PROTEIN_CODING	Q8TF30
123722	FSD2	PROTEIN_CODING	A1L4K1
123745	PLA2G4E	PROTEIN_CODING	Q3MJ16
123803	NTAN1	PROTEIN_CODING	Q96AB6
123811	CEP20	PROTEIN_CODING	Q96NB1
123872	DNAAF1	PROTEIN_CODING	Q8NEP3
123876	ACSM2A	PROTEIN_CODING	Q08AH3
123879	DCUN1D3	PROTEIN_CODING	Q8IWE4
124044	SPATA2L	PROTEIN_CODING	Q8IUW3
124045	SPATA33	PROTEIN_CODING	Q96N06
124093	CCDC78	PROTEIN_CODING	A2IDD5
124152	IQCK	PROTEIN_CODING	Q8N0W5
124222	PAQR4	PROTEIN_CODING	Q8N4S7
124274	GPR139	PROTEIN_CODING	Q6DWJ6
124359	CDYL2	PROTEIN_CODING	Q8N8U2
124401	ANKS3	PROTEIN_CODING	Q6ZW76
124411	KRBOX5	PROTEIN_CODING	Q7Z2F6
124446	TMEM219	PROTEIN_CODING	Q86XT9
124454	EARS2	PROTEIN_CODING	Q5JPH6
124460	SNX20	PROTEIN_CODING	Q7Z614
124491	TMEM170A	PROTEIN_CODING	Q8WVE7
124512	METTL23	PROTEIN_CODING	Q86XA0
124535	HSF5	PROTEIN_CODING	Q4G112
124565	SLC38A10	PROTEIN_CODING	Q9HBR0
124599	CD300LB	PROTEIN_CODING	A8K4G0
124626	ZPBP2	PROTEIN_CODING	Q6X784
124641	OVCA2	PROTEIN_CODING	Q8WZ82
124739	USP43	PROTEIN_CODING	Q70EL4
124751	KRBA2	PROTEIN_CODING	Q6ZNG9
124808	CCDC43	PROTEIN_CODING	Q96MW1
124817	CNTD1	PROTEIN_CODING	Q8N815
124842	TMEM132E	PROTEIN_CODING	Q6IEE7
124857	WFIKKN2	PROTEIN_CODING	Q8TEU8
124912	SPACA3	PROTEIN_CODING	Q8IXA5
124923	RSKR	PROTEIN_CODING	Q96LW2
124925	SEZ6	PROTEIN_CODING	Q53EL9
124930	ANKRD13B	PROTEIN_CODING	Q86YJ7
124935	SLC43A2	PROTEIN_CODING	Q8N370
124936	CYB5D2	PROTEIN_CODING	Q8WUJ1
124944	C17orf49	PROTEIN_CODING	Q8IXM2
124975	GGT6	PROTEIN_CODING	Q6P531
124989	EFCAB13	PROTEIN_CODING	Q8IY85
124997	WDR81	PROTEIN_CODING	Q562E7
125058	TBC1D16	PROTEIN_CODING	Q8TBP0
125061	AFMID	PROTEIN_CODING	Q63HM1
125111	GJD3	PROTEIN_CODING	Q8N144
125115	KRT40	PROTEIN_CODING	Q6A162
125144	SNHG29	ncRNA	
125150	ZSWIM7	PROTEIN_CODING	Q19AV6
125206	SLC5A10	PROTEIN_CODING	A0PJK1
125228	FAM210A	PROTEIN_CODING	Q96ND0
125476	INO80C	PROTEIN_CODING	Q6PI98
125488	TTC39C	PROTEIN_CODING	Q8N584
125704	DIPK1C	PROTEIN_CODING	Q0P6D2
125919	ZNF543	PROTEIN_CODING	Q08ER8
125931	CEACAM20	PROTEIN_CODING	Q6UY09
125958	OR7D4	PROTEIN_CODING	Q8NG98
125965	COX6B2	PROTEIN_CODING	Q6YFQ2
125972	CALR3	PROTEIN_CODING	Q96L12
125981	ACER1	PROTEIN_CODING	Q8TDN7
125988	MICOS13	PROTEIN_CODING	Q5XKP0
125997	MBD3L2	PROTEIN_CODING	Q8NHZ7
1260	CNGA2	PROTEIN_CODING	Q16280
126003	TRAPPC5	PROTEIN_CODING	Q8IUR0
126006	PCP2	PROTEIN_CODING	Q8IVA1
126070	ZNF440	PROTEIN_CODING	Q8IYI8
126074	SWSAP1	PROTEIN_CODING	Q6NVH7
126119	JOSD2	PROTEIN_CODING	Q8TAC2
126123	IZUMO2	PROTEIN_CODING	Q6UXV1
126133	ALDH16A1	PROTEIN_CODING	Q8IZ83
1262	CNGA4	PROTEIN_CODING	Q8IV77
126204	NLRP13	PROTEIN_CODING	Q86W25
126205	NLRP8	PROTEIN_CODING	Q86W28
126208	ZNF787	PROTEIN_CODING	Q6DD87
126272	EID2B	PROTEIN_CODING	Q96D98
126295	ZNF57	PROTEIN_CODING	Q68EA5
126298	IRGQ	PROTEIN_CODING	Q8WZA9
126299	ZNF428	PROTEIN_CODING	Q96B54
126306	JSRP1	PROTEIN_CODING	Q96MG2
126308	MOB3A	PROTEIN_CODING	Q96BX8
126321	MFSD12	PROTEIN_CODING	Q6NUT3
126328	NDUFA11	PROTEIN_CODING	Q86Y39
126353	MISP	PROTEIN_CODING	Q8IVT2
126364	LRRC25	PROTEIN_CODING	Q8N386
126375	ZNF792	PROTEIN_CODING	Q3KQV3
126382	NR2C2AP	PROTEIN_CODING	Q86WQ0
126433	FBXO27	PROTEIN_CODING	Q8NI29
126520	PLK5	PROTEIN_CODING	Q496M5
126526	C19orf47	PROTEIN_CODING	Q8N9M1
126549	ANKLE1	PROTEIN_CODING	Q8NAG6
126567	C2CD4C	PROTEIN_CODING	Q8TF44
126626	GABPB2	PROTEIN_CODING	Q8TAK5
126637	TCHHL1	PROTEIN_CODING	Q5QJ38
126638	RPTN	PROTEIN_CODING	Q6XPR3
126668	TDRD10	PROTEIN_CODING	Q5VZ19
126669	SHE	PROTEIN_CODING	Q5VZ18
126695	KDF1	PROTEIN_CODING	Q8NAX2
126731	CCSAP	PROTEIN_CODING	Q6IQ19
126755	LRRC38	PROTEIN_CODING	Q5VT99
126789	PUSL1	PROTEIN_CODING	Q8N0Z8
126792	B3GALT6	PROTEIN_CODING	Q96L58
126820	DNAI3	PROTEIN_CODING	Q8IWG1
126823	KLHDC9	PROTEIN_CODING	Q8NEP7
126969	SLC44A3	PROTEIN_CODING	Q8N4M1
127002	ATXN7L2	PROTEIN_CODING	Q5T6C5
127003	CFAP276	PROTEIN_CODING	Q5T5A4
127062	OR2M3	PROTEIN_CODING	Q8NG83
127247	ASB17	PROTEIN_CODING	Q8WXJ9
127253	TYW3	PROTEIN_CODING	Q6IPR3
127255	LRRIQ3	PROTEIN_CODING	A6PVS8
127262	TPRG1L	PROTEIN_CODING	Q5T0D9
127281	PRXL2B	PROTEIN_CODING	Q8TBF2
127294	MYOM3	PROTEIN_CODING	Q5VTT5
127343	DMBX1	PROTEIN_CODING	Q8NFW5
127385	OR10J5	PROTEIN_CODING	Q8NHC4
127428	TCEANC2	PROTEIN_CODING	Q96MN5
127435	PODN	PROTEIN_CODING	Q7Z5L7
